,ID,Word,Lemme,Stemme,stopword
1423,259,in,['in'],['in'],True
1424,259,a,['a'],['a'],True
1425,259,small,['small'],['small'],False
1426,259,container,['container'],['contain'],False
1427,260,great,['great'],['great'],False
1428,260,projector,['projector'],['projector'],False
1429,261,better,['better'],['better'],False
1430,261,than,['than'],['than'],True
1431,261,expected,['expected'],['expect'],False
1432,262,super,['super'],['super'],False
1433,262,awesome,['awesome'],['awesom'],False
1434,262,mini,['mini'],['mini'],False
1435,262,smart,['smart'],['smart'],False
1436,262,projector,['projector'],['projector'],False
1437,262,buy,['buy'],['buy'],False
1438,262,it,['it'],['it'],True
1439,262,now,['now'],['now'],True
1440,263,wow,['wow'],['wow'],False
1441,263,this,['this'],['thi'],True
1442,263,is,['is'],['is'],True
1443,263,cool,['cool'],['cool'],False
1444,264,great,['great'],['great'],False
1445,264,product,['product'],['product'],False
1446,265,fantasticoverall,['fantasticoverall'],['fantasticoveral'],False
1447,266,good,['good'],['good'],False
1448,266,projector,['projector'],['projector'],False
1449,267,unbelievably,['unbelievably'],['unbeliev'],False
1450,267,small,['small'],['small'],False
1451,267,loud,['loud'],['loud'],False
1452,267,and,['and'],['and'],True
1453,267,good,['good'],['good'],False
1454,267,picture,['picture'],['pictur'],False
1455,268,ease,['ease'],['eas'],False
1456,268,of,['of'],['of'],True
1457,268,use,['use'],['use'],False
1458,268,and,['and'],['and'],True
1459,268,great,['great'],['great'],False
1460,268,picture,['picture'],['pictur'],False
1461,268,quality,['quality'],['qualiti'],False
1462,269,super,['super'],['super'],False
1463,269,portable,['portable'],['portabl'],False
1464,269,projector,['projector'],['projector'],False
1465,269,with,['with'],['with'],True
1466,269,great,['great'],['great'],False
1467,269,customer,['customer'],['custom'],False
1468,269,service,['service'],['servic'],False
1469,270,solid,['solid'],['solid'],False
1470,270,picture,['picture'],['pictur'],False
1471,270,and,['and'],['and'],True
1472,270,audio,['audio'],['audio'],False
1473,270,quality,['quality'],['qualiti'],False
1474,271,i,['i'],['i'],True
1475,271,love,['love'],['love'],False
1476,271,it,['it'],['it'],True
1477,272,love,['love'],['love'],False
1478,272,it,['it'],['it'],True
1479,273,great,['great'],['great'],False
1480,273,portable,['portable'],['portabl'],False
1481,273,projector👍💯👍,['projector👍💯👍'],['projector👍💯👍'],False
1482,274,money,['money'],['money'],False
1483,274,well,['well'],['well'],False
1484,274,spent,['spent'],['spent'],False
1485,275,anker,['anker'],['anker'],False
1486,275,does,['doe'],['doe'],True
1487,275,it,['it'],['it'],True
1488,275,again,['again'],['again'],True
1489,276,pretty,['pretty'],['pretti'],False
1490,276,awesome,['awesome'],['awesom'],False
1491,277,easy,['easy'],['easi'],False
1492,277,set,['set'],['set'],False
1493,277,up,['up'],['up'],True
1494,277,and,['and'],['and'],True
1495,277,easy,['easy'],['easi'],False
1496,277,to,['to'],['to'],True
1497,277,use,['use'],['use'],False
1498,278,great,['great'],['great'],False
1499,278,little,['little'],['littl'],False
1500,278,projector,['projector'],['projector'],False
1501,279,worth,['worth'],['worth'],False
1502,279,every,['every'],['everi'],False
1503,279,penny,['penny'],['penni'],False
1504,280,great,['great'],['great'],False
1505,280,little,['little'],['littl'],False
1506,280,portable,['portable'],['portabl'],False
1507,280,projector,['projector'],['projector'],False
1508,281,we,['we'],['we'],True
1509,281,are,['are'],['are'],True
1510,281,about,['about'],['about'],True
1511,281,to,['to'],['to'],True
1512,281,project,['project'],['project'],False
1513,281,into,['into'],['into'],True
1514,281,each,['each'],['each'],True
1515,281,in,['in'],['in'],True
1516,281,dark,['dark'],['dark'],False
1517,281,hotel,['hotel'],['hotel'],False
1518,281,room,['room'],['room'],False
1519,281,nicely,['nicely'],['nice'],False
1520,281,kids,['kid'],['kid'],False
1521,281,use,['use'],['use'],False
1522,281,in,['in'],['in'],True
1523,281,their,['their'],['their'],True
1524,281,room,['room'],['room'],False
1525,281,with,['with'],['with'],True
1526,281,friends,['friend'],['friend'],False
1527,281,over,['over'],['over'],True
1528,282,worth,['worth'],['worth'],False
1529,282,it,['it'],['it'],True
1530,283,you,['you'],['you'],True
1531,283,will,['will'],['will'],True
1532,283,not,['not'],['not'],True
1533,283,be,['be'],['be'],True
1534,283,disappointed,['disappointed'],['disappoint'],False
1535,284,outdoor,['outdoor'],['outdoor'],False
1536,284,movie,['movie'],['movi'],False
1537,284,night,['night'],['night'],False
1538,285,great,['great'],['great'],False
1539,285,quality,['quality'],['qualiti'],False
1540,285,small,['small'],['small'],False
1541,285,sized,['sized'],['size'],False
1542,285,projector,['projector'],['projector'],False
1543,286,awesome,['awesome'],['awesom'],False
1544,286,little,['little'],['littl'],False
1545,286,device,['device'],['devic'],False
1546,287,good,['good'],['good'],False
1547,287,product,['product'],['product'],False
1548,288,the,['the'],['the'],True
1549,288,kids,['kid'],['kid'],False
1550,288,love,['love'],['love'],False
1551,288,being,['being'],['be'],True
1552,288,able,['able'],['abl'],False
1553,288,to,['to'],['to'],True
1554,288,watch,['watch'],['watch'],False
1555,288,tv,['tv'],['tv'],False
1556,288,in,['in'],['in'],True
1557,288,any,['any'],['ani'],True
1558,288,room,['room'],['room'],False
1559,289,another,['another'],['anoth'],False
1560,289,great,['great'],['great'],False
1561,289,anker,['anker'],['anker'],False
1562,289,product,['product'],['product'],False
1563,290,my,['my'],['my'],True
1564,290,kids,['kid'],['kid'],False
1565,290,love,['love'],['love'],False
1566,290,the,['the'],['the'],True
1567,290,novelty,['novelty'],['novelti'],False
1568,290,of,['of'],['of'],True
1569,290,our,['our'],['our'],True
1570,290,own,['own'],['own'],True
1571,290,home,['home'],['home'],False
1572,290,movie,['movie'],['movi'],False
1573,290,theater,['theater'],['theater'],False
1574,291,excellent,['excellent'],['excel'],False
1575,291,product,['product'],['product'],False
1576,292,yes,['yes'],['ye'],False
1577,293,great,['great'],['great'],False
1578,293,value,['value'],['valu'],False
1579,294,great,['great'],['great'],False
1580,294,product,['product'],['product'],False
1581,295,great,['great'],['great'],False
1582,295,mini,['mini'],['mini'],False
1583,295,projector,['projector'],['projector'],False
1584,296,cant,['cant'],['cant'],False
1585,296,adjust,['adjust'],['adjust'],False
1586,296,brightness,['brightness'],['bright'],False
1587,297,big,['big'],['big'],False
1588,297,things,['thing'],['thing'],False
1589,297,come,['come'],['come'],False
1590,297,in,['in'],['in'],True
1591,297,small,['small'],['small'],False
1592,297,packages,['package'],['packag'],False
1593,298,dope,['dope'],['dope'],False
1594,299,works,['work'],['work'],False
1595,299,as,['a'],['as'],True
1596,299,expected,['expected'],['expect'],False
1597,300,nice,['nice'],['nice'],False
1598,301,broke,['broke'],['broke'],False
1599,301,a,['a'],['a'],True
1600,301,month,['month'],['month'],False
1601,301,in,['in'],['in'],True
1602,301,but,['but'],['but'],True
1603,301,ran,['ran'],['ran'],False
1604,301,great,['great'],['great'],False
1605,301,prior,['prior'],['prior'],False
1606,302,good,['good'],['good'],False
1607,302,for,['for'],['for'],True
1608,302,movie,['movie'],['movi'],False
1609,302,night,['night'],['night'],False
1610,302,but,['but'],['but'],True
1611,302,not,['not'],['not'],True
1612,302,good,['good'],['good'],False
1613,302,enough,['enough'],['enough'],False
1614,302,for,['for'],['for'],True
1615,302,presentations,['presentation'],['present'],False
1616,303,amazing,['amazing'],['amaz'],False
1617,304,a,['a'],['a'],True
1618,304,little,['little'],['littl'],False
1619,304,wonder,['wonder'],['wonder'],False
1620,305,superior,['superior'],['superior'],False
1621,305,quality,['quality'],['qualiti'],False
1622,305,for,['for'],['for'],True
1623,305,the,['the'],['the'],True
1624,305,price,['price'],['price'],False
1625,306,good,['good'],['good'],False
1626,306,value,['value'],['valu'],False
1627,306,and,['and'],['and'],True
1628,306,actually,['actually'],['actual'],False
1629,306,has,['ha'],['ha'],True
1630,306,enough,['enough'],['enough'],False
1631,306,battery,['battery'],['batteri'],False
1632,306,capacity,['capacity'],['capac'],False
1633,306,to,['to'],['to'],True
1634,306,watch,['watch'],['watch'],False
1635,306,a,['a'],['a'],True
1636,306,full,['full'],['full'],False
1637,306,movie,['movie'],['movi'],False
1638,307,great,['great'],['great'],False
1639,307,for,['for'],['for'],True
1640,307,parties,['party'],['parti'],False
1641,307,or,['or'],['or'],True
1642,307,small,['small'],['small'],False
1643,307,gatherings,['gathering'],['gather'],False
1644,307,with,['with'],['with'],True
1645,307,friends,['friend'],['friend'],False
1646,308,overall,['overall'],['overal'],False
1647,308,great,['great'],['great'],False
1648,308,product,['product'],['product'],False
1649,309,excellent,['excellent'],['excel'],False
1650,309,product,['product'],['product'],False
1651,309,better,['better'],['better'],False
1652,309,than,['than'],['than'],True
1653,309,expected,['expected'],['expect'],False
1654,310,amazing,['amazing'],['amaz'],False
1655,311,away,['away'],['away'],False
1656,311,from,['from'],['from'],True
1657,311,home,['home'],['home'],False
1658,311,dream,['dream'],['dream'],False
1659,312,great,['great'],['great'],False
1660,312,little,['little'],['littl'],False
1661,312,projector,['projector'],['projector'],False
1662,313,awesome,['awesome'],['awesom'],False
1663,314,worked,['worked'],['work'],False
1664,314,great,['great'],['great'],False
1665,315,plex,['plex'],['plex'],False
1666,315,capable,['capable'],['capabl'],False
1667,315,portable,['portable'],['portabl'],False
1668,315,projector,['projector'],['projector'],False
1669,315,is,['is'],['is'],True
1670,315,a,['a'],['a'],True
1671,315,hit,['hit'],['hit'],False
1672,316,love,['love'],['love'],False
1673,316,my,['my'],['my'],True
1674,316,projector,['projector'],['projector'],False
1675,317,movies,['movie'],['movi'],False
1676,317,in,['in'],['in'],True
1677,317,a,['a'],['a'],True
1678,317,can,['can'],['can'],True
1679,318,worth,['worth'],['worth'],False
1680,318,every,['every'],['everi'],False
1681,318,penny,['penny'],['penni'],False
1682,319,just,['just'],['just'],True
1683,319,what,['what'],['what'],True
1684,319,we,['we'],['we'],True
1685,319,been,['been'],['been'],True
1686,319,missing,['missing'],['miss'],False
1687,320,amazing,['amazing'],['amaz'],False
1688,320,quality,['quality'],['qualiti'],False
1689,321,great,['great'],['great'],False
1690,321,little,['little'],['littl'],False
1691,321,projector,['projector'],['projector'],False
1692,322,great,['great'],['great'],False
1693,322,product,['product'],['product'],False
1694,322,unfortunately,['unfortunately'],['unfortun'],False
1695,323,wonderful,['wonderful'],['wonder'],False
1696,324,fun,['fun'],['fun'],False
1697,324,device,['device'],['devic'],False
1698,325,easy,['easy'],['easi'],False
1699,325,to,['to'],['to'],True
1700,325,use,['use'],['use'],False
1701,326,this,['this'],['thi'],True
1702,326,is,['is'],['is'],True
1703,326,perfect,['perfect'],['perfect'],False
1704,326,for,['for'],['for'],True
1705,326,nighttime,['nighttime'],['nighttim'],False
1706,326,backyard,['backyard'],['backyard'],False
1707,326,movie,['movie'],['movi'],False
1708,327,great,['great'],['great'],False
1709,327,little,['little'],['littl'],False
1710,327,projector,['projector'],['projector'],False
1711,328,better,['better'],['better'],False
1712,328,than,['than'],['than'],True
1713,328,expected,['expected'],['expect'],False
1714,329,good,['good'],['good'],False
1715,329,projector,['projector'],['projector'],False
1716,329,for,['for'],['for'],True
1717,329,the,['the'],['the'],True
1718,329,price,['price'],['price'],False
1719,330,great,['great'],['great'],False
1720,330,picture,['picture'],['pictur'],False
1721,330,,[],[],False
1722,330,sound,['sound'],['sound'],False
1723,331,very,['very'],['veri'],True
1724,331,good,['good'],['good'],False
1725,331,for,['for'],['for'],True
1726,331,small,['small'],['small'],False
1727,331,venue,['venue'],['venu'],False
1728,332,one,['one'],['one'],True
1729,332,bad,['bad'],['bad'],False
1730,332,mofo,['mofo'],['mofo'],False
1731,333,love,['love'],['love'],False
1732,333,this,['this'],['thi'],True
1733,333,and,['and'],['and'],True
1734,333,cant,['cant'],['cant'],False
1735,333,wait,['wait'],['wait'],False
1736,333,to,['to'],['to'],True
1737,333,use,['use'],['use'],False
1738,333,it,['it'],['it'],True
1739,333,outdoors,['outdoors'],['outdoor'],False
1740,333,in,['in'],['in'],True
1741,333,,[],[],False
1742,334,awesome,['awesome'],['awesom'],False
1743,335,easy,['easy'],['easi'],False
1744,335,setup,['setup'],['setup'],False
1745,335,and,['and'],['and'],True
1746,335,perfect,['perfect'],['perfect'],False
1747,335,picture,['picture'],['pictur'],False
1748,335,quality,['quality'],['qualiti'],False
1749,336,what,['what'],['what'],True
1750,336,a,['a'],['a'],True
1751,336,surprise,['surprise'],['surpris'],False
1752,337,very,['very'],['veri'],True
1753,337,portable,['portable'],['portabl'],False
1754,337,and,['and'],['and'],True
1755,337,versatile,['versatile'],['versatil'],False
1756,338,would,['would'],['would'],True
1757,338,buy,['buy'],['buy'],False
1758,338,10,['10'],['10'],False
1759,338,more,['more'],['more'],True
1760,338,if,['if'],['if'],True
1761,338,we,['we'],['we'],True
1762,338,needed,['needed'],['need'],False
1763,338,them,['them'],['them'],True
1764,339,good,['good'],['good'],False
1765,339,product,['product'],['product'],False
1766,340,go,['go'],['go'],False
1767,340,for,['for'],['for'],True
1768,340,it,['it'],['it'],True
1769,341,love,['love'],['love'],False
1770,341,love,['love'],['love'],False
1771,341,love,['love'],['love'],False
1772,342,nice,['nice'],['nice'],False
1773,342,little,['little'],['littl'],False
1774,342,projector,['projector'],['projector'],False
1775,343,really,['really'],['realli'],False
1776,343,nice,['nice'],['nice'],False
1777,343,for,['for'],['for'],True
1778,343,the,['the'],['the'],True
1779,343,size,['size'],['size'],False
1780,344,great,['great'],['great'],False
1781,344,buy,['buy'],['buy'],False
1782,344,i,['i'],['i'],True
1783,344,suggest,['suggest'],['suggest'],False
1784,344,you,['you'],['you'],True
1785,344,try,['try'],['tri'],False
1786,344,it,['it'],['it'],True
1787,345,que,['que'],['que'],False
1788,345,se,['se'],['se'],False
1789,345,respetó,['respetó'],['respetó'],False
1790,345,lo,['lo'],['lo'],False
1791,345,ofertado,['ofertado'],['ofertado'],False
1792,345,y,['y'],['y'],True
1793,345,el,['el'],['el'],False
1794,345,producto,['producto'],['producto'],False
1795,345,entregado,['entregado'],['entregado'],False
1796,346,a,['a'],['a'],True
1797,346,good,['good'],['good'],False
1798,346,product,['product'],['product'],False
1799,346,i,['i'],['i'],True
1800,346,would,['would'],['would'],True
1801,346,recommend,['recommend'],['recommend'],False
1802,347,the,['the'],['the'],True
1803,347,best,['best'],['best'],False
1804,348,easy,['easy'],['easi'],False
1805,348,set,['set'],['set'],False
1806,348,up,['up'],['up'],True
1807,348,and,['and'],['and'],True
1808,348,great,['great'],['great'],False
1809,348,sound,['sound'],['sound'],False
1810,348,and,['and'],['and'],True
1811,348,picture,['picture'],['pictur'],False
1812,349,not,['not'],['not'],True
1813,349,only,['only'],['onli'],True
1814,349,did,['did'],['did'],True
1815,349,she,['she'],['she'],True
1816,349,walk,['walk'],['walk'],False
1817,349,me,['me'],['me'],True
1818,349,through,['through'],['through'],True
1819,349,the,['the'],['the'],True
1820,349,setup,['setup'],['setup'],False
1821,349,which,['which'],['which'],True
1822,349,turned,['turned'],['turn'],False
1823,349,out,['out'],['out'],True
1824,349,to,['to'],['to'],True
1825,349,be,['be'],['be'],True
1826,349,very,['very'],['veri'],True
1827,349,easy,['easy'],['easi'],False
1828,349,but,['but'],['but'],True
1829,349,she,['she'],['she'],True
1830,349,stayed,['stayed'],['stay'],False
1831,349,on,['on'],['on'],True
1832,349,the,['the'],['the'],True
1833,349,phone,['phone'],['phone'],False
1834,349,with,['with'],['with'],True
1835,349,me,['me'],['me'],True
1836,349,until,['until'],['until'],True
1837,349,i,['i'],['i'],True
1838,349,was,['wa'],['wa'],True
1839,349,physically,['physically'],['physic'],False
1840,349,using,['using'],['use'],False
1841,349,the,['the'],['the'],True
1842,349,product,['product'],['product'],False
1843,349,watching,['watching'],['watch'],False
1844,349,netflix,['netflix'],['netflix'],False
1845,349,and,['and'],['and'],True
1846,349,it,['it'],['it'],True
1847,349,works,['work'],['work'],False
1848,349,fantastic,['fantastic'],['fantast'],False
1849,349,not,['not'],['not'],True
1850,349,only,['only'],['onli'],True
1851,349,will,['will'],['will'],True
1852,349,i,['i'],['i'],True
1853,349,recommend,['recommend'],['recommend'],False
1854,349,the,['the'],['the'],True
1855,349,product,['product'],['product'],False
1856,349,but,['but'],['but'],True
1857,349,,[],[],False
1858,350,amazing,['amazing'],['amaz'],False
1859,350,projector,['projector'],['projector'],False
1860,351,wonderful,['wonderful'],['wonder'],False
1861,351,device,['device'],['devic'],False
1862,352,works,['work'],['work'],False
1863,352,great,['great'],['great'],False
1864,353,buen,['buen'],['buen'],False
1865,353,producto,['producto'],['producto'],False
1866,354,great,['great'],['great'],False
1867,354,for,['for'],['for'],True
1868,354,the,['the'],['the'],True
1869,354,size,['size'],['size'],False
1870,355,awsome,['awsome'],['awsom'],False
1871,356,great,['great'],['great'],False
1872,356,productgreat,['productgreat'],['productgreat'],False
1873,356,customer,['customer'],['custom'],False
1874,356,support,['support'],['support'],False
1875,357,a,['a'],['a'],True
1876,357,great,['great'],['great'],False
1877,357,surprise,['surprise'],['surpris'],False
1878,358,work,['work'],['work'],False
1879,358,great,['great'],['great'],False
1880,358,in,['in'],['in'],True
1881,358,afghanistan,['afghanistan'],['afghanistan'],False
1882,359,excellent,['excellent'],['excel'],False
1883,359,product,['product'],['product'],False
1884,360,this,['this'],['thi'],True
1885,360,little,['little'],['littl'],False
1886,360,guy,['guy'],['guy'],False
1887,360,is,['is'],['is'],True
1888,360,awesome,['awesome'],['awesom'],False
1889,360,he,['he'],['he'],True
1890,360,does,['doe'],['doe'],True
1891,360,the,['the'],['the'],True
1892,360,job,['job'],['job'],False
1893,360,of,['of'],['of'],True
1894,360,a,['a'],['a'],True
1895,360,larger,['larger'],['larger'],False
1896,360,projector,['projector'],['projector'],False
1897,360,,[],[],False
1898,361,almost,['almost'],['almost'],False
1899,361,perfect,['perfect'],['perfect'],False
1900,362,me,['me'],['me'],True
1901,362,gustó,['gustó'],['gustó'],False
1902,362,mucho,['mucho'],['mucho'],False
1903,363,easy,['easy'],['easi'],False
1904,363,to,['to'],['to'],True
1905,363,setup,['setup'],['setup'],False
1906,363,and,['and'],['and'],True
1907,363,fantastic,['fantastic'],['fantast'],False
1908,363,picture,['picture'],['pictur'],False
1909,363,and,['and'],['and'],True
1910,363,sound,['sound'],['sound'],False
1911,364,quality,['quality'],['qualiti'],False
1912,365,awesome,['awesome'],['awesom'],False
1913,365,for,['for'],['for'],True
1914,365,the,['the'],['the'],True
1915,365,price,['price'],['price'],False
1916,366,awesome,['awesome'],['awesom'],False
1917,367,great,['great'],['great'],False
1918,367,quality,['quality'],['qualiti'],False
1919,367,for,['for'],['for'],True
1920,367,so,['so'],['so'],True
1921,367,small,['small'],['small'],False
1922,367,device,['device'],['devic'],False
1923,368,theater,['theater'],['theater'],False
1924,368,type,['type'],['type'],False
1925,368,device,['device'],['devic'],False
1926,369,incorporated,['incorporated'],['incorpor'],False
1927,369,os,['o'],['os'],False
1928,370,great,['great'],['great'],False
1929,370,portable,['portable'],['portabl'],False
1930,370,projector,['projector'],['projector'],False
1931,370,good,['good'],['good'],False
1932,370,price,['price'],['price'],False
1933,370,point,['point'],['point'],False
1934,370,worth,['worth'],['worth'],False
1935,370,it,['it'],['it'],True
1936,371,worth,['worth'],['worth'],False
1937,371,the,['the'],['the'],True
1938,371,money,['money'],['money'],False
1939,372,good,['good'],['good'],False
1940,372,but,['but'],['but'],True
1941,372,needs,['need'],['need'],False
1942,372,tweaks,['tweak'],['tweak'],False
1943,373,fantastic,['fantastic'],['fantast'],False
1944,373,portable,['portable'],['portabl'],False
1945,373,projector,['projector'],['projector'],False
1946,374,the,['the'],['the'],True
1947,374,must,['must'],['must'],False
1948,374,have,['have'],['have'],True
1949,374,camping,['camping'],['camp'],False
1950,374,gadget,['gadget'],['gadget'],False
1951,375,best,['best'],['best'],False
1952,375,gift,['gift'],['gift'],False
1953,375,this,['this'],['thi'],True
1954,375,christmas,['christmas'],['christma'],False
1955,376,soda,['soda'],['soda'],False
1956,376,can,['can'],['can'],True
1957,376,movies,['movie'],['movi'],False
1958,377,muy,['muy'],['muy'],False
1959,377,satisfecho,['satisfecho'],['satisfecho'],False
1960,377,con,['con'],['con'],False
1961,377,la,['la'],['la'],False
1962,377,compra,['compra'],['compra'],False
1963,378,amazing,['amazing'],['amaz'],False
1964,379,home,['home'],['home'],False
1965,379,movies,['movie'],['movi'],False
1966,380,worth,['worth'],['worth'],False
1967,380,the,['the'],['the'],True
1968,380,price,['price'],['price'],False
1969,381,satisfied,['satisfied'],['satisfi'],False
1970,382,great,['great'],['great'],False
1971,382,performance,['performance'],['perform'],False
1972,382,,[],[],False
1973,382,great,['great'],['great'],False
1974,382,service,['service'],['servic'],False
1975,382,,[],[],False
1976,382,fantastic,['fantastic'],['fantast'],False
1977,382,capsule,['capsule'],['capsul'],False
1978,383,awesome,['awesome'],['awesom'],False
1979,383,product,['product'],['product'],False
1980,384,nice,['nice'],['nice'],False
1981,384,projector,['projector'],['projector'],False
1982,384,with,['with'],['with'],True
1983,384,great,['great'],['great'],False
1984,384,picture,['picture'],['pictur'],False
1985,385,makes,['make'],['make'],False
1986,385,everything,['everything'],['everyth'],False
1987,385,so,['so'],['so'],True
1988,385,easy,['easy'],['easi'],False
1989,386,anker,['anker'],['anker'],False
1990,386,customer,['customer'],['custom'],False
1991,386,service,['service'],['servic'],False
1992,387,muy,['muy'],['muy'],False
1993,387,bueno,['bueno'],['bueno'],False
1994,388,wow,['wow'],['wow'],False
1995,388,,[],[],False
1996,388,great,['great'],['great'],False
1997,388,projector,['projector'],['projector'],False
1998,389,great,['great'],['great'],False
1999,390,lo,['lo'],['lo'],False
2000,390,mejor,['mejor'],['mejor'],False
2001,391,great,['great'],['great'],False
2002,391,sound,['sound'],['sound'],False
2003,391,and,['and'],['and'],True
2004,391,resolution,['resolution'],['resolut'],False
2005,392,what,['what'],['what'],True
2006,392,a,['a'],['a'],True
2007,392,wonderful,['wonderful'],['wonder'],False
2008,392,device,['device'],['devic'],False
2009,392,now,['now'],['now'],True
2010,392,we,['we'],['we'],True
2011,392,can,['can'],['can'],True
2012,392,watch,['watch'],['watch'],False
2013,392,movies,['movie'],['movi'],False
2014,392,anywhere,['anywhere'],['anywher'],False
2015,392,around,['around'],['around'],False
2016,392,,[],[],False
2017,393,amazing,['amazing'],['amaz'],False
2018,393,projector,['projector'],['projector'],False
2019,394,great,['great'],['great'],False
2020,394,item,['item'],['item'],False
2021,395,my,['my'],['my'],True
2022,395,little,['little'],['littl'],False
2023,395,one,['one'],['one'],True
2024,395,loves,['love'],['love'],False
2025,395,it,['it'],['it'],True
2026,396,it is,"['it', 'is']","['it', 'is']",False
2027,396,awesome,['awesome'],['awesom'],False
2028,397,great,['great'],['great'],False
2029,397,image,['image'],['imag'],False
2030,397,quality,['quality'],['qualiti'],False
2031,398,everything,['everything'],['everyth'],False
2032,398,is,['is'],['is'],True
2033,398,working,['working'],['work'],False
2034,398,good,['good'],['good'],False
2035,398,for,['for'],['for'],True
2036,398,now,['now'],['now'],True
2037,399,excellent,['excellent'],['excel'],False
2038,399,product,['product'],['product'],False
2039,399,others,['others'],['other'],False
2040,399,i,['i'],['i'],True
2041,399,showed,['showed'],['show'],False
2042,399,it,['it'],['it'],True
2043,399,too,['too'],['too'],True
2044,400,great,['great'],['great'],False
2045,400,purchase,['purchase'],['purchas'],False
2046,401,amazing,['amazing'],['amaz'],False
2047,402,projector,['projector'],['projector'],False
2048,403,nebula,['nebula'],['nebula'],False
2049,403,5,['5'],['5'],False
2050,403,stars,['star'],['star'],False
2051,404,the,['the'],['the'],True
2052,404,best,['best'],['best'],False
2053,404,projector,['projector'],['projector'],False
2054,405,it,['it'],['it'],True
2055,405,works,['work'],['work'],False
2056,405,great,['great'],['great'],False
2057,405,on,['on'],['on'],True
2058,405,a,['a'],['a'],True
2059,405,tripod,['tripod'],['tripod'],False
2060,406,perfect,['perfect'],['perfect'],False
2061,406,christmas,['christmas'],['christma'],False
2062,406,gift,['gift'],['gift'],False
2063,407,amazing,['amazing'],['amaz'],False
2064,408,great,['great'],['great'],False
2065,408,and,['and'],['and'],True
2066,408,compact,['compact'],['compact'],False
2067,409,great,['great'],['great'],False
2068,409,little,['little'],['littl'],False
2069,409,projector,['projector'],['projector'],False
2070,410,review,['review'],['review'],False
2071,410,en,['en'],['en'],False
2072,410,español,['español'],['español'],False
2073,411,great,['great'],['great'],False
2074,411,buy,['buy'],['buy'],False
2075,412,my,['my'],['my'],True
2076,412,kids,['kid'],['kid'],False
2077,412,love,['love'],['love'],False
2078,412,it,['it'],['it'],True
2079,412,as,['a'],['as'],True
2080,412,i,['i'],['i'],True
2081,412,can,['can'],['can'],True
2082,412,throw,['throw'],['throw'],False
2083,412,it,['it'],['it'],True
2084,412,in,['in'],['in'],True
2085,412,any,['any'],['ani'],True
2086,412,corner,['corner'],['corner'],False
2087,412,,[],[],False
2088,413,versatile,['versatile'],['versatil'],False
2089,413,and,['and'],['and'],True
2090,413,fun,['fun'],['fun'],False
2091,414,its,['it'],['it'],True
2092,414,amazing,['amazing'],['amaz'],False
2093,415,projector,['projector'],['projector'],False
2094,415,works,['work'],['work'],False
2095,415,wife,['wife'],['wife'],False
2096,415,is not,"['is', 'not']","['is', 'not']",False
2097,415,electronic is,"['electronic', 'is']","['electron', 'is']",False
2098,415,savvy,['savvy'],['savvi'],False
2099,416,buy,['buy'],['buy'],False
2100,416,it,['it'],['it'],True
2101,416,now,['now'],['now'],True
2102,416,before,['before'],['befor'],True
2103,416,they,['they'],['they'],True
2104,416,sell,['sell'],['sell'],False
2105,416,out,['out'],['out'],True
2106,417,worth,['worth'],['worth'],False
2107,417,the,['the'],['the'],True
2108,417,money,['money'],['money'],False
2109,418,i,['i'],['i'],True
2110,418,love,['love'],['love'],False
2111,418,it,['it'],['it'],True
2112,419,awesome,['awesome'],['awesom'],False
2113,420,great,['great'],['great'],False
2114,420,projector,['projector'],['projector'],False
2115,420,,[],[],False
2116,420,helpful,['helpful'],['help'],False
2117,420,team,['team'],['team'],False
2118,421,amazing,['amazing'],['amaz'],False
2119,421,mini,['mini'],['mini'],False
2120,421,projector,['projector'],['projector'],False
2121,422,recommended,['recommended'],['recommend'],False
2122,422,to,['to'],['to'],True
2123,422,buy,['buy'],['buy'],False
2124,422,on,['on'],['on'],True
2125,422,clearance,['clearance'],['clearanc'],False
2126,423,good,['good'],['good'],False
2127,424,you,['you'],['you'],True
2128,424,can,['can'],['can'],True
2129,424,get,['get'],['get'],False
2130,424,rid,['rid'],['rid'],False
2131,424,of,['of'],['of'],True
2132,424,your,['your'],['your'],True
2133,424,tv,['tv'],['tv'],False
2134,425,fun,['fun'],['fun'],False
2135,426,amazing👍,['amazing👍'],['amazing👍'],False
2136,427,unbelievable,['unbelievable'],['unbeliev'],False
2137,427,,[],[],False
2138,427,amazing,['amazing'],['amaz'],False
2139,428,awesome,['awesome'],['awesom'],False
2140,428,product,['product'],['product'],False
2141,429,extremely,['extremely'],['extrem'],False
2142,429,portable,['portable'],['portabl'],False
2143,429,and,['and'],['and'],True
2144,429,capable,['capable'],['capabl'],False
2145,429,projector,['projector'],['projector'],False
2146,430,so,['so'],['so'],True
2147,430,easy,['easy'],['easi'],False
2148,430,to,['to'],['to'],True
2149,430,use,['use'],['use'],False
2150,431,easy,['easy'],['easi'],False
2151,431,and,['and'],['and'],True
2152,431,very,['very'],['veri'],True
2153,431,cool,['cool'],['cool'],False
2154,432,perfect,['perfect'],['perfect'],False
2155,433,great,['great'],['great'],False
2156,433,product,['product'],['product'],False
2157,433,you,['you'],['you'],True
2158,433,didnt,['didnt'],['didnt'],False
2159,433,know,['know'],['know'],False
2160,433,you,['you'],['you'],True
2161,433,need,['need'],['need'],False
2162,434,good,['good'],['good'],False
2163,434,tiny,['tiny'],['tini'],False
2164,434,cinema,['cinema'],['cinema'],False
